SITEVISITID,REGION,ISLAND,SITE,REEF_ZONE,DEPTH_BIN,MISSIONID,OBS_YEAR,DATE_,HABITAT_CODE,LATITUDE_LOV,LONGITUDE_LOV,EXCLUDE_FLAG,new_MIN_DEPTH_M,new_MAX_DEPTH_M,Benthic,Fish,SEC_NAME,TYPE,ANALYSIS_SCHEME,ANALYSIS_YEAR,TUT2012,OTHER_AREA_GROUPING,SPECIAL_PROJ_YN,SPECIAL_PROJ_DESCRIPTION
7277,NWHI,Midway,MID-04018,Backreef,Shallow,HA1404,2014,8/19/2014,RRB,28.19654147,-177.384681,0,2.5,2.5,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7281,NWHI,Midway,MID-04018,Backreef,Shallow,HA1404,2014,8/19/2014,RRB,28.19654147,-177.384681,0,1.219140506,2.438281012,1,0,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,0,0
7363,NWHI,Midway,MID-04091,Forereef,Mid,HA1404,2014,8/22/2014,AGR,28.19379942,-177.3833263,0,9.1,13.7,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9140,NWHI,Midway,MID-04179,Forereef,Shallow,HA1505,2015,8/13/2015,PAV,28.19447,-177.3833,0,5.5,6.4,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7292,NWHI,Midway,MID-04089,Backreef,Shallow,HA1404,2014,8/20/2014,AGR,28.27174089,-177.3816905,0,1.5,1.5,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9128,NWHI,Midway,MID-04122,Forereef,Deep,HA1505,2015,8/12/2015,SAG,28.28455,-177.3812,0,22.8,23.2,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7299,NWHI,Midway,MID-04093,Backreef,Shallow,HA1404,2014,8/20/2014,AGR,28.27429377,-177.3811631,0,1.3,1.5,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7303,NWHI,Midway,MID-04093,Backreef,Shallow,HA1404,2014,8/20/2014,AGR,28.27429377,-177.3811631,0,1.219140506,1.523925632,1,0,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,0,0
11325,NWHI,Midway,MID-00702,Forereef,Deep,HA1704,2017,9/17/2017,RRB,28.194,-177.3794,0,20.2,20.4,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,
12569,NWHI,Midway,MID-00702,Forereef,Deep,HA1704,2017,9/17/2017,RRB,28.194,-177.3794,0,20.2,20.4,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,NA
9125,NWHI,Midway,MID-04170,Forereef,Mid,HA1505,2015,8/12/2015,AGR,28.27972,-177.3783,0,12.80098,14.02012,1,0,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,0,0
7290,NWHI,Midway,MID-04066,Forereef,Mid,HA1404,2014,8/20/2014,SAG,28.27883408,-177.3781847,0,7.6,11,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9132,NWHI,Midway,MID-04101,Backreef,Shallow,HA1505,2015,8/12/2015,SCR,28.27547,-177.3762,0,2.4,2.7,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
11321,NWHI,Midway,MID-04195,Forereef,Deep,HA1704,2017,9/17/2017,PAV,28.19552,-177.3759,0,18.6,19.8,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,
7286,NWHI,Midway,MID-04085,Forereef,Deep,HA1404,2014,8/19/2014,PAV,28.19572725,-177.3755379,0,19.2,21.6,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9134,NWHI,Midway,MID-04134,Forereef,Mid,HA1505,2015,8/13/2015,AGR,28.19595,-177.375,0,16.76318,17.67754,1,0,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,0,0
9141,NWHI,Midway,MID-04123,Forereef,Deep,HA1505,2015,8/13/2015,PAV,28.19633,-177.3707,0,19.8,21.3,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7298,NWHI,Midway,MID-04056,Forereef,Shallow,HA1404,2014,8/20/2014,SAG,28.28005817,-177.3684176,0,3,6.4,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7302,NWHI,Midway,MID-04056,Forereef,Shallow,HA1404,2014,8/20/2014,SAG,28.28005817,-177.3684176,0,2.043767144,2.786955197,1,0,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,0,0
7287,NWHI,Midway,MID-04009,Forereef,Mid,HA1404,2014,8/19/2014,SAG,28.19762969,-177.3663111,0,10.7,14.6,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9130,NWHI,Midway,MID-04158,Forereef,Mid,HA1505,2015,8/12/2015,SAG,28.28113,-177.3642,0,10,13.1,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
11328,NWHI,Midway,MID-04356,Forereef,Mid,HA1704,2017,9/17/2017,PAV,28.19891,-177.3597,0,9.753124,11.27705,1,0,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,NA
7289,NWHI,Midway,MID-04080,Forereef,Deep,HA1404,2014,8/20/2014,SAG,28.28649874,-177.3588005,0,27.7,28,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7288,NWHI,Midway,MID-04090,Forereef,Shallow,HA1404,2014,8/19/2014,PAV,28.20033688,-177.3568852,0,4.3,4.8,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
11350,NWHI,Midway,MID-04238,Forereef,Mid,HA1704,2017,9/20/2017,SAG,28.28033,-177.3558,0,11.3,16.2,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,
9129,NWHI,Midway,MID-04147,Forereef,Mid,HA1505,2015,8/12/2015,SAG,28.2785,-177.3507,0,13.4,14,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
9133,NWHI,Midway,MID-04103,Backreef,Shallow,HA1505,2015,8/12/2015,AGR,28.27329,-177.3506,0,1.4,1.5,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
11326,NWHI,Midway,MID-00699,Forereef,Deep,HA1704,2017,9/17/2017,ROB,28.19494,-177.3496,0,21.9,22.3,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,
12568,NWHI,Midway,MID-00699,Forereef,Deep,HA1704,2017,9/17/2017,ROB,28.19494,-177.3496,0,21.3,23.16,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,NA
9124,NWHI,Midway,MID-04165,Forereef,Mid,HA1505,2015,8/12/2015,SAG,28.27802,-177.3492,0,10.97226,14.02012,1,0,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,0,0
11324,NWHI,Midway,MID-04267,Forereef,Shallow,HA1704,2017,9/17/2017,PAV,28.20058,-177.349,0,3.1,4.5,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,
7364,NWHI,Midway,MID-04058,Forereef,Mid,HA1404,2014,8/22/2014,PSC,28.19817829,-177.3449472,0,11,11,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
11322,NWHI,Midway,MID-04225,Forereef,Mid,HA1704,2017,9/17/2017,PAV,28.1965,-177.3433,0,14,14.6,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,
7297,NWHI,Midway,MID-04072,Forereef,Mid,HA1404,2014,8/20/2014,SAG,28.27394567,-177.3415582,0,15.2,15.9,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7301,NWHI,Midway,MID-04072,Forereef,Mid,HA1404,2014,8/20/2014,SAG,28.27394567,-177.3415582,0,13.71533069,15.23925632,1,0,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,0,0
11349,NWHI,Midway,MID-04247,Forereef,Mid,HA1704,2017,9/20/2017,SAG,28.26885,-177.3367,0,13.1,13.9,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,
9142,NWHI,Midway,MID-04144,Forereef,Mid,HA1505,2015,8/13/2015,PAV,28.19685,-177.3365,0,14,14.4,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7285,NWHI,Midway,MID-04062,Forereef,Mid,HA1404,2014,8/19/2014,PAV,28.19496316,-177.3350953,0,15.8,16.8,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
11323,NWHI,Midway,MID-04248,Forereef,Mid,HA1704,2017,9/17/2017,PPR,28.19885,-177.3311,0,10.4,11,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,
9144,NWHI,Midway,MID-04181,Forereef,Shallow,HA1505,2015,8/13/2015,PAV,28.20266,-177.3258,0,4.6,5.5,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
11351,NWHI,Midway,MID-04228,Forereef,Deep,HA1704,2017,9/20/2017,SAG,28.2552,-177.3247,0,19.8,21.4,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,
7296,NWHI,Midway,MID-04048,Forereef,Deep,HA1404,2014,8/20/2014,SAG,28.25178827,-177.3221911,0,22.9,24,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7300,NWHI,Midway,MID-04048,Forereef,Deep,HA1404,2014,8/20/2014,SAG,28.25178827,-177.3221911,0,22.85888449,23.46845474,1,0,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,0,0
11354,NWHI,Midway,MID-04285,Forereef,Shallow,HA1704,2017,9/20/2017,SAG,28.20514,-177.32,0,4,6.1,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,
7275,NWHI,Midway,MID-04063,Forereef,Mid,HA1404,2014,8/19/2014,PSC,28.20225609,-177.3188502,0,15.9,17,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7279,NWHI,Midway,MID-04063,Forereef,Mid,HA1404,2014,8/19/2014,PSC,28.20225609,-177.3188502,0,12.80097531,13.10576044,1,0,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,0,0
7283,NWHI,Midway,MID-04010,Forereef,Shallow,HA1404,2014,8/19/2014,SAG,28.23955203,-177.3183689,0,2.4,6.4,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
11352,NWHI,Midway,MID-04241,Forereef,Shallow,HA1704,2017,9/20/2017,SAG,28.24161,-177.3176,0,3.71856,4.81584,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,
11346,NWHI,Midway,MID-04410,Forereef,Shallow,HA1704,2017,9/20/2017,SAG,28.22773,-177.3143,0,3.047851,6.095703,1,0,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,NA
11353,NWHI,Midway,MID-04245,Forereef,Shallow,HA1704,2017,9/20/2017,SAG,28.22284,-177.3139,0,4.2,5.2,0,1,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,
11345,NWHI,Midway,MID-04423,Forereef,Mid,HA1704,2017,9/20/2017,SAG,28.22874,-177.3137,0,7.010058,7.314843,1,0,Midway,RANDOM,RAMP_BASIC,2017,NA,NA,NA,NA
9143,NWHI,Midway,MID-04142,Forereef,Mid,HA1505,2015,8/13/2015,SAG,28.20845,-177.3131,0,14.9,17.4,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7284,NWHI,Midway,MID-04050,Forereef,Mid,HA1404,2014,8/19/2014,SAG,28.21959313,-177.3114487,0,15.5,16.8,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7274,NWHI,Midway,MID-04087,Forereef,Deep,HA1404,2014,8/19/2014,PSC,28.21674664,-177.3096128,0,25.1,25.6,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7278,NWHI,Midway,MID-04087,Forereef,Deep,HA1404,2014,8/19/2014,PSC,28.21674664,-177.3096128,0,24.07802499,24.38281012,1,0,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,0,0
7282,NWHI,Midway,MID-04099,Forereef,Deep,HA1404,2014,8/19/2014,PAV,28.23149937,-177.3078137,0,29.9,30,0,1,Midway,RANDOM,RAMP_BASIC,2013-15,NA,NA,NA,
7930,PRIAs,Howland,HOW-00497,Forereef,Mid,HA1501,2015,2/5/2015,AGR,0.82246587,-176.6267816,0,13.5,16.4,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7932,PRIAs,Howland,HOW-00467,Forereef,Mid,HA1501,2015,2/5/2015,AGR,0.82089929,-176.6267141,0,10,20,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7966,PRIAs,Howland,HOW-00490,Forereef,Deep,HA1501,2015,2/7/2015,AGR,0.82363472,-176.6261876,0,19,22.1,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
11654,PRIAs,Howland,HOW-00852,Forereef,Deep,HA1801,2018,6/11/2018,AGR,0.819176,-176.6261,0,18.5,29.8,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
7918,PRIAs,Howland,HOW-00494,Forereef,Shallow,HA1501,2015,2/4/2015,PSC,0.8217985,-176.6255683,0,5,6.9,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
11613,PRIAs,Howland,HOW-00910,Forereef,Shallow,HA1801,2018,6/9/2018,SAG,0.821225,-176.6252,0,5.2,7.5,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
11621,PRIAs,Howland,HOW-00910,Forereef,Shallow,HA1801,2018,6/9/2018,SAG,0.821225,-176.6252,0,4.876562,6.705273,1,0,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,0,0
7950,PRIAs,Howland,HOW-00433,Forereef,Deep,HA1501,2015,2/6/2015,AGR,0.81643291,-176.6247151,0,14.5,26.5,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
11573,PRIAs,Howland,HOW-00866,Forereef,Mid,HA1801,2018,6/8/2018,AGR,0.816194,-176.6245,0,14.02012,15.84883,1,0,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,0,0
11574,PRIAs,Howland,HOW-00866,Forereef,Mid,HA1801,2018,6/8/2018,AGR,0.816194,-176.6245,0,9.4,18.3,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
7964,PRIAs,Howland,HOW-00686,Forereef,Shallow,HA1501,2015,2/7/2015,AGR,0.816075,-176.624439,0,4.571776897,6.09570253,1,0,Howland,RANDOM,RAMP_BASIC,2015,NA,NA,0,
11612,PRIAs,Howland,HOW-00865,Forereef,Mid,HA1801,2018,6/9/2018,AGR,0.823563,-176.6239,0,15.2,16.2,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
11620,PRIAs,Howland,HOW-00865,Forereef,Mid,HA1801,2018,6/9/2018,AGR,0.823563,-176.6239,0,13.71533,16.76318,1,0,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,0,0
7935,PRIAs,Howland,HOW-00636,Forereef,Mid,HA1501,2015,2/5/2015,AGR,0.8146681,-176.6238552,0,9.753124048,13.71533069,1,0,Howland,RANDOM,RAMP_BASIC,2015,NA,NA,0,
7967,PRIAs,Howland,HOW-00431,Forereef,Mid,HA1501,2015,2/7/2015,AGR,0.82335787,-176.6234973,0,14,14.2,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
11577,PRIAs,Howland,HOW-00876,Forereef,Mid,HA1801,2018,6/8/2018,AGR,0.812697,-176.6234,0,11,21,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
11657,PRIAs,Howland,HOW-00896,Forereef,Shallow,HA1801,2018,6/11/2018,SAG,0.812959,-176.6234,0,4,9,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
7944,PRIAs,Howland,HOW-00647,Forereef,Mid,HA1501,2015,2/6/2015,AGR,0.81279885,-176.6233491,0,10.97226455,15.54404145,1,0,Howland,RANDOM,RAMP_BASIC,2015,NA,NA,0,
10495,PRIAs,Howland,HOW-00746,Forereef,Deep,HA1701,2017,4/11/2017,AGR,0.812213,-176.6231,0,18.59189,22.85888,1,0,Howland,RANDOM,RAMP_BASIC,2017,NA,NA,0,
7908,PRIAs,Howland,HOW-00457,Forereef,Deep,HA1501,2015,2/3/2015,AGR,0.81128424,-176.6229642,0,13.8,19.8,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
11575,PRIAs,Howland,HOW-00893,Forereef,Mid,HA1801,2018,6/8/2018,AGR,0.811144,-176.6228,0,7.9,18.3,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
7907,PRIAs,Howland,HOW-00443,Forereef,Mid,HA1501,2015,2/3/2015,AGR,0.81009996,-176.6224306,0,9,20,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
10486,PRIAs,Howland,HOW-00808,Forereef,Shallow,HA1701,2017,4/11/2017,AGR,0.810104,-176.6222,0,NA,NA,0,1,Howland,RANDOM,RAMP_BASIC,2017,NOT,NA,0,
7942,PRIAs,Howland,HOW-00607,Forereef,Deep,HA1501,2015,2/6/2015,AGR,0.82446537,-176.6221787,0,24.68759525,25.90673575,1,0,Howland,RANDOM,RAMP_BASIC,2015,NA,NA,0,
7943,PRIAs,Howland,HOW-00600,Forereef,Deep,HA1501,2015,2/6/2015,AGR,0.80832291,-176.6219684,0,18.59189272,22.55409936,1,0,Howland,RANDOM,RAMP_BASIC,2015,NA,NA,0,
10499,PRIAs,Howland,HOW-00822,Forereef,Mid,HA1701,2017,4/11/2017,AGR,0.808256,-176.6218,0,7.314843,11.58183,1,0,Howland,RANDOM,RAMP_BASIC,2017,NA,NA,0,
7953,PRIAs,Howland,HOW-00480,Forereef,Shallow,HA1501,2015,2/6/2015,AGR,0.80712455,-176.6216036,0,4.3,9.6,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7945,PRIAs,Howland,HOW-00642,Forereef,Mid,HA1501,2015,2/6/2015,AGR,0.80646783,-176.6214301,0,10.05790917,14.62968607,1,0,Howland,RANDOM,RAMP_BASIC,2015,NA,NA,0,
7958,PRIAs,Howland,HOW-00532,Forereef,Deep,HA1501,2015,2/6/2015,AGR,0.80585059,-176.6213812,0,16.4,26.7,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
12532,PRIAs,Howland,HOW-00862,Forereef,Deep,HA1801,2018,6/11/2018,NA,0.8054,-176.62131,0,20.42060347,21.33495885,1,0,Howland,NA,RAMP_BASIC,2018,NA,NA,NA,NA
11658,PRIAs,Howland,HOW-00862,Forereef,Deep,HA1801,2018,6/11/2018,AGR,0.8054,-176.6213,0,15.8,25,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
11660,PRIAs,Howland,HOW-00862,Forereef,Deep,HA1801,2018,6/11/2018,AGR,0.8054,-176.6213,0,20.4206,21.33496,1,0,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,0,0
7927,PRIAs,Howland,HOW-00447,Forereef,Shallow,HA1501,2015,2/5/2015,AGR,0.8049787,-176.6212573,0,2,10.9,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7957,PRIAs,Howland,HOW-00455,Forereef,Mid,HA1501,2015,2/6/2015,AGR,0.80345244,-176.621255,0,9.7,19.1,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
11655,PRIAs,Howland,HOW-00851,Forereef,Mid,HA1801,2018,6/11/2018,AGR,0.803913,-176.6212,0,6,15,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
10485,PRIAs,Howland,HOW-00762,Forereef,Mid,HA1701,2017,4/11/2017,AGR,0.801566,-176.6211,0,NA,NA,0,1,Howland,RANDOM,RAMP_BASIC,2017,NOT,NA,0,
11576,PRIAs,Howland,HOW-00904,Forereef,Shallow,HA1801,2018,6/8/2018,AGR,0.802199,-176.6211,0,3.4,8.7,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
7923,PRIAs,Howland,HOW-00688,Forereef,Shallow,HA1501,2015,2/5/2015,AGR,0.80158,-176.621031,0,4.571776897,5.18134715,1,0,Howland,RANDOM,RAMP_BASIC,2015,NA,NA,0,
7936,PRIAs,Howland,HOW-00697,Forereef,Shallow,HA1501,2015,2/5/2015,AGR,0.80431595,-176.6210289,0,3.962206644,6.09570253,1,0,Howland,RANDOM,RAMP_BASIC,2015,NA,NA,0,
7968,PRIAs,Howland,HOW-00449,Forereef,Mid,HA1501,2015,2/7/2015,AGR,0.80096335,-176.6210222,0,9.1,16.7,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
10500,PRIAs,Howland,HOW-00818,Forereef,Shallow,HA1701,2017,4/11/2017,AGR,0.802311,-176.621,0,2.133496,4.571777,1,0,Howland,RANDOM,RAMP_BASIC,2017,NA,NA,0,
7928,PRIAs,Howland,HOW-00463,Forereef,Deep,HA1501,2015,2/5/2015,AGR,0.82375693,-176.6204701,0,21,24.5,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7969,PRIAs,Howland,HOW-00477,Forereef,Shallow,HA1501,2015,2/7/2015,AGR,0.79896729,-176.6204048,0,2.4,8.2,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7917,PRIAs,Howland,HOW-00474,Forereef,Shallow,HA1501,2015,2/4/2015,PAV,0.82124739,-176.6201801,0,4.8,6.1,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7931,PRIAs,Howland,HOW-00489,Forereef,Shallow,HA1501,2015,2/5/2015,PAV,0.8214188,-176.620171,0,4.6,6.1,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7948,PRIAs,Howland,HOW-00650,Forereef,Shallow,HA1501,2015,2/6/2015,AGR,0.798214,-176.62,0,4.266991771,6.705272783,1,0,Howland,RANDOM,RAMP_BASIC,2015,NA,NA,0,
11578,PRIAs,Howland,HOW-00888,Forereef,Shallow,HA1801,2018,6/8/2018,SAG,0.798243,-176.62,0,2.7,7.4,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
11641,PRIAs,Howland,HOW-00909,Forereef,Shallow,HA1801,2018,6/10/2018,SAG,0.820446,-176.6198,0,4,4.7,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
11659,PRIAs,Howland,HOW-01031,Forereef,Mid,HA1801,2018,6/11/2018,AGR,0.797881,-176.6198,0,7.6,13.4,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
11661,PRIAs,Howland,HOW-01031,Forereef,Mid,HA1801,2018,6/11/2018,AGR,0.797881,-176.6198,0,10.36269,11.58183,1,0,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,0,0
7924,PRIAs,Howland,HOW-00448,Forereef,Deep,HA1501,2015,2/5/2015,AGR,0.79662404,-176.6195481,0,15,26,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
10494,PRIAs,Howland,HOW-00757,Forereef,Mid,HA1701,2017,4/11/2017,AGR,0.822392,-176.6194,0,NA,NA,0,1,Howland,RANDOM,RAMP_BASIC,2017,NOT,NA,0,
10481,PRIAs,Howland,HOW-00725,Forereef,Deep,HA1701,2017,4/11/2017,RRB,0.796028,-176.6192,0,NA,NA,0,1,Howland,RANDOM,RAMP_BASIC,2017,NOT,NA,0,
11615,PRIAs,Howland,HOW-00848,Forereef,Deep,HA1801,2018,6/9/2018,AGR,0.822895,-176.6187,0,20,22.5,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
11656,PRIAs,Howland,HOW-00908,Forereef,Shallow,HA1801,2018,6/11/2018,AGR,0.820565,-176.6187,0,5,6.4,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
11635,PRIAs,Howland,HOW-00912,Forereef,Shallow,HA1801,2018,6/10/2018,AGR,0.79429,-176.6185,0,1.85928,3.93192,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
7963,PRIAs,Howland,HOW-00699,Forereef,Shallow,HA1501,2015,2/7/2015,AGR,0.794404,-176.618332,0,4.571776897,6.09570253,1,0,Howland,RANDOM,RAMP_BASIC,2015,NA,NA,0,
10493,PRIAs,Howland,HOW-00810,Forereef,Shallow,HA1701,2017,4/11/2017,AGR,0.819728,-176.6172,0,NA,NA,0,1,Howland,RANDOM,RAMP_BASIC,2017,NOT,NA,0,
11632,PRIAs,Howland,HOW-00855,Forereef,Deep,HA1801,2018,6/10/2018,AGR,0.79044,-176.6169,0,17.5,25.3,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
7919,PRIAs,Howland,HOW-00440,Forereef,Mid,HA1501,2015,2/4/2015,AGR,0.82037953,-176.6167848,0,12,13.4,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
11617,PRIAs,Howland,HOW-00868,Forereef,Mid,HA1801,2018,6/9/2018,AGR,0.820825,-176.6167,0,14.5,16.1,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
7961,PRIAs,Howland,HOW-00493,Forereef,Mid,HA1501,2015,2/7/2015,AGR,0.79010007,-176.6162083,0,12.5,14.9,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
7952,PRIAs,Howland,HOW-00438,Forereef,Shallow,HA1501,2015,2/6/2015,AGR,0.81860005,-176.6155462,0,4.5,5.9,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
10492,PRIAs,Howland,HOW-00728,Forereef,Deep,HA1701,2017,4/11/2017,AGR,0.818703,-176.6148,0,NA,NA,0,1,Howland,RANDOM,RAMP_BASIC,2017,NOT,NA,0,
7916,PRIAs,Howland,HOW-00451,Forereef,Deep,HA1501,2015,2/4/2015,AGR,0.8184019,-176.6146279,0,17.5,26,0,1,Howland,RANDOM,RAMP_BASIC,2015,UNKNOWN,NA,NA,
11618,PRIAs,Howland,HOW-00887,Forereef,Shallow,HA1801,2018,6/9/2018,AGR,0.81622,-176.614,0,5.8,7.62,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
10482,PRIAs,Howland,HOW-00714,Forereef,Deep,HA1701,2017,4/11/2017,AGR,0.790537,-176.6137,0,NA,NA,0,1,Howland,RANDOM,RAMP_BASIC,2017,NOT,NA,0,
11616,PRIAs,Howland,HOW-00858,Forereef,Mid,HA1801,2018,6/9/2018,AGR,0.816459,-176.6137,0,12.5,16.8,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
10498,PRIAs,Howland,HOW-00805,Forereef,Shallow,HA1701,2017,4/11/2017,AGR,0.815497,-176.6134,0,3.962207,5.790917,1,0,Howland,RANDOM,RAMP_BASIC,2017,NA,NA,0,
11634,PRIAs,Howland,HOW-00869,Forereef,Mid,HA1801,2018,6/10/2018,AGR,0.790974,-176.6134,0,14,20.5,0,1,Howland,RANDOM,RAMP_BASIC,2018,NA,NA,NA,
7910,PRIAs,Howland,HOW-00655,Forereef,Shallow,HA1501,2015,2/4/2015,AGR,0.8152084,-176.6132567,0,3.962206644,6.400487656,1,0,Howland,RANDOM,RAMP_BASIC,2015,NA,NA,0,
