"","SITE","SITEVISITID","ISLAND","YearSinceDHW4","YearSinceDHW8"
"629","KIN-00872",12493,NA,NA,NA
"630","KIN-00886",12489,NA,NA,NA
"631","KIN-00892",12515,NA,NA,NA
"632","KIN-00899",12483,NA,NA,NA
"633","KIN-00901",12513,NA,NA,NA
"634","KIN-00905",12495,NA,NA,NA
"635","KIN-00908",12516,NA,NA,NA
"636","KIN-00915",12517,NA,NA,NA
"637","KIN-00918",12514,NA,NA,NA
"638","KIN-05001",12512,NA,NA,NA
"639","KUR-00706",10266,NA,NA,NA
"640","KUR-00708",10247,NA,NA,NA
"641","KUR-00714",10212,NA,NA,NA
"642","KUR-00718",10215,NA,NA,NA
"643","KUR-00725",10232,NA,NA,NA
"644","KUR-00732",10268,NA,NA,NA
"645","KUR-00734",10248,NA,NA,NA
"646","KUR-00736",10216,NA,NA,NA
"647","KUR-00741",10213,NA,NA,NA
"648","KUR-00746",10217,NA,NA,NA
"649","KUR-00748",10214,NA,NA,NA
"650","KUR-00753",10267,NA,NA,NA
"651","KUR-00754",10233,NA,NA,NA
"652","KUR-00765",10218,NA,NA,NA
"653","KUR-00770",10235,NA,NA,NA
"654","KUR-00771",10249,NA,NA,NA
"655","KUR-00779",10250,NA,NA,NA
"656","KUR-00780",10251,NA,NA,NA
"657","KUR-00781",10234,NA,NA,NA
"658","KUR-04002",9116,NA,NA,NA
"659","KUR-04003",9113,NA,NA,NA
"660","KUR-04010",9114,NA,NA,NA
"661","KUR-04011",9115,NA,NA,NA
"662","KUR-04016",9118,NA,NA,NA
"663","KUR-04017",9117,NA,NA,NA
"664","KUR-04113",11341,NA,NA,NA
"665","KUR-04115",11344,NA,NA,NA
"666","KUR-04117",11342,NA,NA,NA
"667","KUR-04130",11343,NA,NA,NA
"668","LAN-01237",6267,NA,NA,NA
"669","LAN-01246",6268,NA,NA,NA
"670","LAN-01248",6248,NA,NA,NA
"671","LAN-01254",6249,NA,NA,NA
"672","LAN-01255",6266,NA,NA,NA
"673","LAN-01263",6282,NA,NA,NA
"674","LAN-01265",6292,NA,NA,NA
"675","LAN-01269",6293,NA,NA,NA
"676","LAN-01272",6294,NA,NA,NA
"677","LAN-01284",6295,NA,NA,NA
"678","LAN-01286",6284,NA,NA,NA
"679","LAN-01300",6283,NA,NA,NA
"680","LAN-01307",6247,NA,NA,NA
"681","LAN-01311",6265,NA,NA,NA
"682","LAN-01600",9706,NA,NA,NA
"683","LAN-01618",9707,NA,NA,NA
"684","LAN-01643",9709,NA,NA,NA
"685","LAN-01648",9708,NA,NA,NA
"686","LAN-01661",9920,NA,NA,NA
"687","LAN-01662",9755,NA,NA,NA
"688","LAN-01671",9917,NA,NA,NA
"689","LAN-01679",9758,NA,NA,NA
"690","LAN-01681",9921,NA,NA,NA
"691","LAN-01684",9919,NA,NA,NA
"692","LAN-01693",9757,NA,NA,NA
"693","LAN-01695",9918,NA,NA,NA
"694","LAN-01701",9756,NA,NA,NA
"695","LAN-01721",9923,NA,NA,NA
"696","LAN-01724",9922,NA,NA,NA
"697","LAN-01767",13234,NA,NA,NA
"698","LAN-01768",12916,NA,NA,NA
"699","LAN-01783",13233,NA,NA,NA
"700","LAN-01785",13235,NA,NA,NA
"701","LAN-01788",12913,NA,NA,NA
"702","LAN-01789",13232,NA,NA,NA
"703","LAN-01795",12716,NA,NA,NA
"704","LAN-01800",12912,NA,NA,NA
"705","LAN-01809",13074,NA,NA,NA
"706","LAN-01810",13071,NA,NA,NA
"707","LAN-01811",13077,NA,NA,NA
"708","LAN-01813",13075,NA,NA,NA
"709","LAN-01814",12915,NA,NA,NA
"710","LAN-01815",13073,NA,NA,NA
"711","LAN-01816",12914,NA,NA,NA
"712","LAN-01817",13076,NA,NA,NA
"713","LAN-01818",13070,NA,NA,NA
"714","LAN-01819",12717,NA,NA,NA
"715","LAN-01823",13072,NA,NA,NA
"716","LAN-01829",12917,NA,NA,NA
"717","LAY-05002",9176,NA,NA,NA
"718","LAY-05007",9177,NA,NA,NA
"719","LAY-05008",9187,NA,NA,NA
"720","LAY-05010",9188,NA,NA,NA
"721","LAY-05016",9178,NA,NA,NA
"722","LAY-05112",11396,NA,NA,NA
"723","LAY-05120",11395,NA,NA,NA
"724","LAY-05131",11267,NA,NA,NA
"725","LAY-05142",11268,NA,NA,NA
"726","LAY-05157",11269,NA,NA,NA
"727","LAY-05177",11270,NA,NA,NA
"728","LAY-05178",11397,NA,NA,NA
"729","LIS-00755",10313,NA,NA,NA
"730","LIS-00768",10317,NA,NA,NA
"731","LIS-00778",10298,NA,NA,NA
"732","LIS-00780",10284,NA,NA,NA
"733","LIS-00783",10299,NA,NA,NA
"734","LIS-00785",10286,NA,NA,NA
"735","LIS-00795",10300,NA,NA,NA
"736","LIS-00802",10319,NA,NA,NA
"737","LIS-00804",10285,NA,NA,NA
"738","LIS-00805",10287,NA,NA,NA
"739","LIS-00810",10301,NA,NA,NA
"740","LIS-00820",10316,NA,NA,NA
"741","LIS-00823",10314,NA,NA,NA
"742","LIS-00830",10315,NA,NA,NA
"743","LIS-00834",10318,NA,NA,NA
"744","LIS-00838",10320,NA,NA,NA
"745","LIS-04002",7328,NA,NA,NA
"746","LIS-04005",7340,NA,NA,NA
"747","LIS-04008",7341,NA,NA,NA
"748","LIS-04014",7327,NA,NA,NA
"749","LIS-04019",7360,NA,NA,NA
"750","LIS-04020",7342,NA,NA,NA
"751","LIS-04029",7326,NA,NA,NA
"752","LIS-04035",7359,NA,NA,NA
"753","LIS-04042",7343,NA,NA,NA
"754","LIS-04067",7361,NA,NA,NA
"755","LIS-04103",9145,NA,NA,NA
"756","LIS-04105",9171,NA,NA,NA
"757","LIS-04110",9150,NA,NA,NA
"758","LIS-04115",9170,NA,NA,NA
"759","LIS-04116",9152,NA,NA,NA
"760","LIS-04117",9163,NA,NA,NA
"761","LIS-04121",9164,NA,NA,NA
"762","LIS-04124",9151,NA,NA,NA
"763","LIS-04125",9162,NA,NA,NA
"764","LIS-04128",9146,NA,NA,NA
"765","LIS-04136",9161,NA,NA,NA
"766","LIS-04307",11369,NA,NA,NA
"767","LIS-04310",11383,NA,NA,NA
"768","LIS-04312",11368,NA,NA,NA
"769","LIS-04328",11382,NA,NA,NA
"770","LIS-04332",11295,NA,NA,NA
"771","LIS-04359",11297,NA,NA,NA
"772","LIS-04367",11296,NA,NA,NA
"773","LIS-04368",11384,NA,NA,NA
"774","LIS-04373",11370,NA,NA,NA
"775","LIS-04391",11298,NA,NA,NA
"776","LIS-04393",11371,NA,NA,NA
"777","MAI-00928",7448,NA,NA,NA
"778","MAI-00928",7449,NA,NA,NA
"779","MAI-00928",7450,NA,NA,NA
"780","MAI-00929",7451,NA,NA,NA
"781","MAI-00929",7452,NA,NA,NA
"782","MAI-00929",7453,NA,NA,NA
"783","MAI-00930",7454,NA,NA,NA
"784","MAI-00930",7455,NA,NA,NA
"785","MAI-00930",7456,NA,NA,NA
"786","MAI-00931",7457,NA,NA,NA
"787","MAI-00931",7458,NA,NA,NA
"788","MAI-00931",7459,NA,NA,NA
"789","MAI-00932",7460,NA,NA,NA
"790","MAI-00932",7461,NA,NA,NA
"791","MAI-00932",7462,NA,NA,NA
"792","MAI-00933",7468,NA,NA,NA
"793","MAI-00933",7469,NA,NA,NA
"794","MAI-00933",7470,NA,NA,NA
"795","MAI-00934",9201,NA,NA,NA
"796","MAI-00934",9202,NA,NA,NA
"797","MAI-00934",9203,NA,NA,NA
"798","MAI-00934",9204,NA,NA,NA
"799","MAI-00935",9205,NA,NA,NA
"800","MAI-00935",9206,NA,NA,NA
"801","MAI-00935",9224,NA,NA,NA
"802","MAI-00935",9225,NA,NA,NA
"803","MAI-00936",9207,NA,NA,NA
"804","MAI-00936",9208,NA,NA,NA
"805","MAI-00936",9209,NA,NA,NA
"806","MAI-00937",9210,NA,NA,NA
"807","MAI-00937",9213,NA,NA,NA
"808","MAI-00937",9214,NA,NA,NA
"809","MAI-00938",9215,NA,NA,NA
"810","MAI-00938",9216,NA,NA,NA
"811","MAI-00938",9217,NA,NA,NA
"812","MAI-00939",9219,NA,NA,NA
"813","MAI-00939",9222,NA,NA,NA
"814","MAI-00939",9223,NA,NA,NA
"815","MAI-01443",6038,NA,NA,NA
"816","MAI-01449",5922,NA,NA,NA
"817","MAI-01478",6039,NA,NA,NA
"818","MAI-01488",6035,NA,NA,NA
"819","MAI-01502",6037,NA,NA,NA
"820","MAI-01567",6034,NA,NA,NA
"821","MAI-01571",6036,NA,NA,NA
"822","MAI-01587",5920,NA,NA,NA
"823","MAI-02077",9655,NA,NA,NA
"824","MAI-02104",9656,NA,NA,NA
"825","MAI-02109",9658,NA,NA,NA
"826","MAI-02115",9657,NA,NA,NA
"827","MAI-02165",9641,NA,NA,NA
"828","MAI-02178",9931,NA,NA,NA
"829","MAI-02184",9643,NA,NA,NA
"830","MAI-02188",9642,NA,NA,NA
"831","MAI-02192",9933,NA,NA,NA
"832","MAI-02196",9934,NA,NA,NA
"833","MAI-02206",9932,NA,NA,NA
"834","MAI-02278",9688,NA,NA,NA
"835","MAI-02297",9689,NA,NA,NA
"836","MAI-02307",9690,NA,NA,NA
"837","MAI-02309",9691,NA,NA,NA
"838","MAI-02459",12671,NA,NA,NA
"839","MAI-02461",12635,NA,NA,NA
"840","MAI-02466",12632,NA,NA,NA
"841","MAI-02481",12636,NA,NA,NA
"842","MAI-02483",12672,NA,NA,NA
"843","MAI-02489",12633,NA,NA,NA
"844","MAI-02502",12673,NA,NA,NA
"845","MAI-02505",12634,NA,NA,NA
"846","MAI-02515",12600,NA,NA,NA
"847","MAI-02520",12612,NA,NA,NA
"848","MAI-02527",12601,NA,NA,NA
"849","MAI-02529",12622,NA,NA,NA
"850","MAI-02530",12620,NA,NA,NA
"851","MAI-02532",12613,NA,NA,NA
"852","MAI-02534",12623,NA,NA,NA
"853","MAI-02537",12602,NA,NA,NA
"854","MAI-02541",12614,NA,NA,NA
"855","MAI-02543",12621,NA,NA,NA
"856","MAI-02544",12736,NA,NA,NA
"857","MAI-02546",12739,NA,NA,NA
"858","MAI-02567",12737,NA,NA,NA
"859","MAI-02586",12738,NA,NA,NA
"860","MAI-02664",13385,NA,NA,NA
"861","MAI-02666",13374,NA,NA,NA
"862","MAI-02685",13386,NA,NA,NA
"863","MAI-02686",13387,NA,NA,NA
"864","MAI-02706",13373,NA,NA,NA
"865","MAI-02709",13375,NA,NA,NA
"866","MAR-04016",9060,NA,NA,NA
"867","MAR-04017",9062,NA,NA,NA
"868","MAR-04030",9061,NA,NA,NA
"869","MAR-04050",9051,NA,NA,NA
"870","MAR-04052",9053,NA,NA,NA
"871","MAR-04058",9052,NA,NA,NA
"872","MAR-04059",9059,NA,NA,NA
"873","MAR-04084",9069,NA,NA,NA
"874","MAR-04097",9070,NA,NA,NA
"875","MAR-04098",9071,NA,NA,NA
"876","MAU-00533",7146,NA,NA,NA
"877","MAU-00539",7065,NA,NA,NA
"878","MAU-00541",7111,NA,NA,NA
"879","MAU-00550",7110,NA,NA,NA
"880","MAU-00551",7066,NA,NA,NA
"881","MAU-00554",7133,NA,NA,NA
"882","MAU-00557",7147,NA,NA,NA
"883","MAU-00564",7132,NA,NA,NA
"884","MAU-00571",7128,NA,NA,NA
"885","MAU-00575",7127,NA,NA,NA
"886","MAU-00584",7148,NA,NA,NA
"887","MAU-00585",7154,NA,NA,NA
"888","MAU-00586",7149,NA,NA,NA
"889","MAU-00588",7129,NA,NA,NA
"890","MAU-00593",7105,NA,NA,NA
"891","MAU-00594",7155,NA,NA,NA
"892","MAU-00596",7153,NA,NA,NA
"893","MAU-00603",7064,NA,NA,NA
"894","MAU-00604",7126,NA,NA,NA
"895","MAU-00607",7104,NA,NA,NA
"896","MAU-00612",7131,NA,NA,NA
"897","MAU-00613",7109,NA,NA,NA
"898","MAU-00838",11068,NA,NA,NA
"899","MAU-00844",11084,NA,NA,NA
"900","MAU-00848",11103,NA,NA,NA
"901","MAU-00855",11126,NA,NA,NA
"902","MAU-00868",11053,NA,NA,NA
"903","MAU-00870",11104,NA,NA,NA
"904","MAU-00884",11118,NA,NA,NA
"905","MAU-00907",11090,NA,NA,NA
"906","MAU-00910",11069,NA,NA,NA
"907","MAU-00913",11121,NA,NA,NA
"908","MAU-00918",11070,NA,NA,NA
"909","MAU-00940",11085,NA,NA,NA
"910","MAU-00944",11108,NA,NA,NA
"911","MAU-00951",11127,NA,NA,NA
"912","MAU-00952",11055,NA,NA,NA
"913","MAU-00953",11119,NA,NA,NA
"914","MAU-00955",11054,NA,NA,NA
"915","MAU-00957",11105,NA,NA,NA
"916","MAU-00984",11109,NA,NA,NA
"917","MAU-00992",11110,NA,NA,NA
"918","MAU-00994",11056,NA,NA,NA
"919","MAU-00996",11106,NA,NA,NA
"920","MAU-00997",11128,NA,NA,NA
"921","MAU-00999",11129,NA,NA,NA
"922","MAU-01000",11120,NA,NA,NA
"923","MAU-01007",11087,NA,NA,NA
"924","MAU-01012",11071,NA,NA,NA
"925","MID-04018",7281,NA,NA,NA
"926","MID-04041",7314,NA,NA,NA
"927","MID-04048",7300,NA,NA,NA
"928","MID-04051",7316,NA,NA,NA
"929","MID-04056",7302,NA,NA,NA
"930","MID-04063",7279,NA,NA,NA
"931","MID-04070",7315,NA,NA,NA
"932","MID-04072",7301,NA,NA,NA
"933","MID-04087",7278,NA,NA,NA
"934","MID-04088",7280,NA,NA,NA
"935","MID-04093",7303,NA,NA,NA
"936","MID-04134",9134,NA,NA,NA
"937","MID-04139",9123,NA,NA,NA
"938","MID-04165",9124,NA,NA,NA
"939","MID-04167",9136,NA,NA,NA
"940","MID-04168",9135,NA,NA,NA
"941","MID-04170",9125,NA,NA,NA
"942","MID-04184",9137,NA,NA,NA
"943","MID-04189",9126,NA,NA,NA
"944","MID-04356",11328,NA,NA,NA
"945","MID-04363",11327,NA,NA,NA
"946","MID-04383",11348,NA,NA,NA
"947","MID-04386",11347,NA,NA,NA
"948","MID-04410",11346,NA,NA,NA
"949","MID-04423",11345,NA,NA,NA
"950","MOL-01425",6235,NA,NA,NA
"951","MOL-01427",6234,NA,NA,NA
"952","MOL-01432",6231,NA,NA,NA
"953","MOL-01435",6236,NA,NA,NA
"954","MOL-01436",6233,NA,NA,NA
"955","MOL-01437",6238,NA,NA,NA
"956","MOL-01440",6232,NA,NA,NA
"957","MOL-01444",6237,NA,NA,NA
"958","MOL-01446",6060,NA,NA,NA
"959","MOL-01447",6069,NA,NA,NA
"960","MOL-01453",6070,NA,NA,NA
"961","MOL-01456",6062,NA,NA,NA
"962","MOL-01461",6061,NA,NA,NA
"963","MOL-01487",6071,NA,NA,NA
"964","MOL-01501",6201,NA,NA,NA
"965","MOL-01502",6197,NA,NA,NA
"966","MOL-01509",6202,NA,NA,NA
"967","MOL-01510",6198,NA,NA,NA
"968","MOL-01513",6199,NA,NA,NA
"969","MOL-01514",6200,NA,NA,NA
"970","MOL-01516",6203,NA,NA,NA
"971","MOL-01939",9724,NA,NA,NA
"972","MOL-01953",9725,NA,NA,NA
"973","MOL-01977",9726,NA,NA,NA
"974","MOL-01997",9741,NA,NA,NA
"975","MOL-02036",9742,NA,NA,NA
"976","MOL-02057",9743,NA,NA,NA
"977","MOL-02099",9692,NA,NA,NA
"978","MOL-02105",9696,NA,NA,NA
"979","MOL-02115",9693,NA,NA,NA
"980","MOL-02116",9695,NA,NA,NA
"981","MOL-02126",9694,NA,NA,NA
"982","MOL-02194",12776,NA,NA,NA
"983","MOL-02197",12777,NA,NA,NA
"984","MOL-02221",12761,NA,NA,NA
"985","MOL-02227",12762,NA,NA,NA
"986","MOL-02233",12763,NA,NA,NA
"987","MOL-02240",12778,NA,NA,NA
"988","MOL-02242",12764,NA,NA,NA
"989","MOL-02254",12832,NA,NA,NA
"990","MOL-02255",12863,NA,NA,NA
"991","MOL-02260",12836,NA,NA,NA
"992","MOL-02263",12861,NA,NA,NA
"993","MOL-02265",12835,NA,NA,NA
"994","MOL-02266",12833,NA,NA,NA
"995","MOL-02275",12862,NA,NA,NA
"996","MOL-02276",12864,NA,NA,NA
"997","MOL-02280",12834,NA,NA,NA
"998","MOL-02283",12837,NA,NA,NA
"999","MOL-02286",12823,NA,NA,NA
"1000","MOL-02291",12821,NA,NA,NA
"1001","MOL-02300",12822,NA,NA,NA
"1002","MOL-02306",12824,NA,NA,NA
"1003","NII-01193",6088,NA,NA,NA
"1004","NII-01215",6089,NA,NA,NA
"1005","NII-01219",6106,NA,NA,NA
"1006","NII-01224",6129,NA,NA,NA
"1007","NII-01225",6145,NA,NA,NA
"1008","NII-01227",6146,NA,NA,NA
"1009","NII-01231",6107,NA,NA,NA
"1010","NII-01235",6130,NA,NA,NA
"1011","NII-01251",6147,NA,NA,NA
"1012","NII-01254",6131,NA,NA,NA
"1013","NII-01255",6132,NA,NA,NA
"1014","NII-01272",6091,NA,NA,NA
"1015","NII-01275",6148,NA,NA,NA
"1016","NII-01284",6109,NA,NA,NA
"1017","NII-01290",6149,NA,NA,NA
"1018","NII-01302",6108,NA,NA,NA
"1019","NII-01303",6090,NA,NA,NA
"1020","NII-01694",9819,NA,NA,NA
"1021","NII-01719",9822,NA,NA,NA
"1022","NII-01726",9820,NA,NA,NA
"1023","NII-01736",9821,NA,NA,NA
"1024","NII-01745",9823,NA,NA,NA
"1025","NII-02504",13144,NA,NA,NA
"1026","NII-02547",13146,NA,NA,NA
"1027","NII-02552",13145,NA,NA,NA
"1028","NII-02559",13147,NA,NA,NA
"1029","NII-02572",13177,NA,NA,NA
"1030","NII-02580",13180,NA,NA,NA
"1031","NII-02583",13179,NA,NA,NA
"1032","NII-02584",13178,NA,NA,NA
"1033","NII-02594",13148,NA,NA,NA
"1034","OAH-01378",6418,NA,NA,NA
"1035","OAH-01380",6415,NA,NA,NA
"1036","OAH-01401",6419,NA,NA,NA
"1037","OAH-01407",6416,NA,NA,NA
"1038","OAH-01419",6407,NA,NA,NA
"1039","OAH-01427",6404,NA,NA,NA
"1040","OAH-01428",6420,NA,NA,NA
"1041","OAH-01435",6417,NA,NA,NA
"1042","OAH-01436",6451,NA,NA,NA
"1043","OAH-01442",6447,NA,NA,NA
"1044","OAH-01457",6405,NA,NA,NA
"1045","OAH-01458",6408,NA,NA,NA
"1046","OAH-01462",6450,NA,NA,NA
"1047","OAH-01466",6448,NA,NA,NA
"1048","OAH-01468",6406,NA,NA,NA
"1049","OAH-01485",6409,NA,NA,NA
"1050","OAH-01490",6452,NA,NA,NA
"1051","OAH-01494",6449,NA,NA,NA
"1052","OAH-01508",6179,NA,NA,NA
"1053","OAH-01509",6176,NA,NA,NA
"1054","OAH-01529",6177,NA,NA,NA
"1055","OAH-01537",6180,NA,NA,NA
"1056","OAH-01543",6178,NA,NA,NA
"1057","OAH-01558",6181,NA,NA,NA
"1058","OAH-01560",6457,NA,NA,NA
"1059","OAH-01562",6391,NA,NA,NA
"1060","OAH-01564",6453,NA,NA,NA
"1061","OAH-01570",6460,NA,NA,NA
"1062","OAH-01572",6392,NA,NA,NA
"1063","OAH-01579",6456,NA,NA,NA
"1064","OAH-01584",6458,NA,NA,NA
"1065","OAH-01585",6402,NA,NA,NA
"1066","OAH-01586",6403,NA,NA,NA
"1067","OAH-01587",6393,NA,NA,NA
"1068","OAH-01594",6455,NA,NA,NA
"1069","OAH-01595",6459,NA,NA,NA
"1070","OAH-01602",6454,NA,NA,NA
"1071","OAH-01604",6390,NA,NA,NA
"1072","OAH-01629",6401,NA,NA,NA
"1073","OAH-01910",6400,NA,NA,NA
"1074","OAH-01999",6394,NA,NA,NA
"1075","OAH-02518",10062,NA,NA,NA
"1076","OAH-02521",10064,NA,NA,NA
"1077","OAH-02538",10066,NA,NA,NA
"1078","OAH-02556",10065,NA,NA,NA
"1079","OAH-02564",10063,NA,NA,NA
"1080","OAH-02569",10092,NA,NA,NA
"1081","OAH-02588",10021,NA,NA,NA
"1082","OAH-02594",10005,NA,NA,NA
"1083","OAH-02597",10007,NA,NA,NA
"1084","OAH-02605",10006,NA,NA,NA
"1085","OAH-02621",10022,NA,NA,NA
"1086","OAH-02643",10020,NA,NA,NA
"1087","OAH-02650",10073,NA,NA,NA
"1088","OAH-02667",10076,NA,NA,NA
"1089","OAH-02687",10074,NA,NA,NA
"1090","OAH-02729",10075,NA,NA,NA
"1091","OAH-02739",10077,NA,NA,NA
"1092","OAH-02749",10019,NA,NA,NA
"1093","OAH-02758",10030,NA,NA,NA
"1094","OAH-02766",10033,NA,NA,NA
"1095","OAH-02781",10031,NA,NA,NA
"1096","OAH-02794",10032,NA,NA,NA
"1097","OAH-02796",10034,NA,NA,NA
"1098","OAH-02810",9976,NA,NA,NA
"1099","OAH-02814",9991,NA,NA,NA
"1100","OAH-02817",9978,NA,NA,NA
"1101","OAH-02833",9979,NA,NA,NA
"1102","OAH-02843",10008,NA,NA,NA
"1103","OAH-02846",9977,NA,NA,NA
"1104","OAH-02858",9993,NA,NA,NA
"1105","OAH-02906",9994,NA,NA,NA
"1106","OAH-02909",9992,NA,NA,NA
"1107","OAH-03000",13257,NA,NA,NA
"1108","OAH-03051",13284,NA,NA,NA
"1109","OAH-03052",13301,NA,NA,NA
"1110","OAH-03057",13283,NA,NA,NA
"1111","OAH-03065",13302,NA,NA,NA
"1112","OAH-03078",13339,NA,NA,NA
"1113","OAH-03084",13340,NA,NA,NA
"1114","OAH-03087",13341,NA,NA,NA
"1115","OAH-03088",13342,NA,NA,NA
"1116","OAH-03110",13312,NA,NA,NA
"1117","OAH-03112",13316,NA,NA,NA
"1118","OAH-03122",13282,NA,NA,NA
"1119","OAH-03232",13314,NA,NA,NA
"1120","OAH-03233",13313,NA,NA,NA
"1121","OAH-03234",13317,NA,NA,NA
"1122","OAH-03235",13281,NA,NA,NA
"1123","OAH-03242",13315,NA,NA,NA
"1124","OAH-03243",13318,NA,NA,NA
"1125","OAH-03259",13352,NA,NA,NA
"1126","OAH-03262",13252,NA,NA,NA
"1127","OAH-03265",13355,NA,NA,NA
"1128","OAH-03267",13254,NA,NA,NA
"1129","OAH-03272",13253,NA,NA,NA
"1130","OAH-03279",13295,NA,NA,NA
"1131","OAH-03282",13258,NA,NA,NA
"1132","OAH-03284",13357,NA,NA,NA
"1133","OAH-03286",13255,NA,NA,NA
"1134","OAH-03288",13356,NA,NA,NA
"1135","OAH-03292",13354,NA,NA,NA
"1136","OAH-03293",13256,NA,NA,NA
"1137","OAH-03296",13259,NA,NA,NA
"1138","OAH-03301",13353,NA,NA,NA
"1139","OAH-04000",13293,NA,NA,NA
"1140","OAH-04001",13294,NA,NA,NA
"1141","OAH-04002",13303,NA,NA,NA
"1142","OFU-00651",8564,NA,NA,NA
"1143","OFU-00652",8488,NA,NA,NA
"1144","OFU-00655",8344,NA,NA,NA
"1145","OFU-00660",8539,NA,NA,NA
"1146","OFU-00661",8574,NA,NA,NA
"1147","OFU-00667",8557,NA,NA,NA
"1148","OFU-00669",8328,NA,NA,NA
"1149","OFU-00672",8555,NA,NA,NA
"1150","OFU-00686",8484,NA,NA,NA
"1151","OFU-00692",8566,NA,NA,NA
"1152","OFU-00694",8489,NA,NA,NA
"1153","OFU-00700",8491,NA,NA,NA
"1154","OFU-00706",8540,NA,NA,NA
"1155","OFU-00710",8556,NA,NA,NA
"1156","OFU-00712",8565,NA,NA,NA
"1157","OFU-00715",8485,NA,NA,NA
"1158","OFU-00720",8486,NA,NA,NA
"1159","OFU-00721",8330,NA,NA,NA
"1160","OFU-00722",8345,NA,NA,NA
"1161","OFU-00728",8329,NA,NA,NA
"1162","OFU-00740",8577,NA,NA,NA
"1163","OFU-00743",8575,NA,NA,NA
"1164","OFU-00744",8347,NA,NA,NA
"1165","OFU-00750",8346,NA,NA,NA
"1166","OFU-00751",8490,NA,NA,NA
"1167","OFU-00760",8576,NA,NA,NA
"1168","OFU-00761",8487,NA,NA,NA
"1169","OFU-00764",8331,NA,NA,NA
"1170","OFU-00765",8541,NA,NA,NA
"1171","OFU-00781",8567,NA,NA,NA
"1172","OFU-00789",8558,NA,NA,NA
"1173","OFU-00982",12015,NA,NA,NA
"1174","OFU-00985",11993,NA,NA,NA
"1175","OFU-00987",11972,NA,NA,NA
"1176","OFU-00995",11997,NA,NA,NA
"1177","OFU-01000",11992,NA,NA,NA
"1178","OFU-01004",11974,NA,NA,NA
"1179","OFU-01010",11983,NA,NA,NA
"1180","OFU-01013",12014,NA,NA,NA
"1181","OFU-01014",11973,NA,NA,NA
"1182","OFU-01024",11984,NA,NA,NA
"1183","OFU-01031",11994,NA,NA,NA
"1184","OFU-01033",11995,NA,NA,NA
"1185","OFU-01034",11998,NA,NA,NA
"1186","OFU-01045",11975,NA,NA,NA
"1187","OFU-01047",11996,NA,NA,NA
"1188","OFU-01049",11982,NA,NA,NA
"1189","OFU-01051",12012,NA,NA,NA
"1190","PAG-00506",6958,NA,NA,NA
"1191","PAG-00507",6957,NA,NA,NA
"1192","PAG-00510",6959,NA,NA,NA
"1193","PAG-00525",6905,NA,NA,NA
"1194","PAG-00532",6920,NA,NA,NA
"1195","PAG-00547",6952,NA,NA,NA
"1196","PAG-00548",6904,NA,NA,NA
"1197","PAG-00553",6954,NA,NA,NA
"1198","PAG-00555",6903,NA,NA,NA
"1199","PAG-00556",6972,NA,NA,NA
"1200","PAG-00557",6918,NA,NA,NA
"1201","PAG-00562",6953,NA,NA,NA
"1202","PAG-00573",6951,NA,NA,NA
"1203","PAG-00575",6917,NA,NA,NA
"1204","PAG-00577",6919,NA,NA,NA
"1205","PAG-00588",6960,NA,NA,NA
"1206","PAG-00609",6973,NA,NA,NA
"1207","PAG-00617",6902,NA,NA,NA
"1208","PAG-00821",11153,NA,NA,NA
"1209","PAG-00836",10954,NA,NA,NA
"1210","PAG-00840",10950,NA,NA,NA
"1211","PAG-00886",10926,NA,NA,NA
"1212","PAG-00891",10955,NA,NA,NA
"1213","PAG-00892",11154,NA,NA,NA
"1214","PAG-00899",11136,NA,NA,NA
"1215","PAG-00912",10927,NA,NA,NA
"1216","PAG-00916",10952,NA,NA,NA
"1217","PAG-00924",11137,NA,NA,NA
"1218","PAG-00975",10929,NA,NA,NA
"1219","PAG-00982",10951,NA,NA,NA
"1220","PAG-00997",11138,NA,NA,NA
"1221","PAG-01006",10928,NA,NA,NA
"1222","PAG-01019",10956,NA,NA,NA
"1223","PAG-01025",10957,NA,NA,NA
"1224","PAG-01037",10953,NA,NA,NA
"1225","PAG-01046",11139,NA,NA,NA
"1226","PAG-01066",11155,NA,NA,NA
"1227","PAL-00613",8857,NA,NA,NA
"1228","PAL-00620",8854,NA,NA,NA
"1229","PAL-00621",8880,NA,NA,NA
"1230","PAL-00630",8855,NA,NA,NA
"1231","PAL-00648",8923,NA,NA,NA
"1232","PAL-00660",8889,NA,NA,NA
"1233","PAL-00666",8920,NA,NA,NA
"1234","PAL-00671",8902,NA,NA,NA
"1235","PAL-00677",8893,NA,NA,NA
"1236","PAL-00689",8834,NA,NA,NA
"1237","PAL-00690",8795,NA,NA,NA
"1238","PAL-00692",8891,NA,NA,NA
"1239","PAL-00693",8836,NA,NA,NA
"1240","PAL-00695",8904,NA,NA,NA
"1241","PAL-00703",8894,NA,NA,NA
"1242","PAL-00710",8903,NA,NA,NA
"1243","PAL-00713",8856,NA,NA,NA
"1244","PAL-00714",8881,NA,NA,NA
"1245","PAL-00720",8835,NA,NA,NA
"1246","PAL-00731",8892,NA,NA,NA
"1247","PAL-00740",8796,NA,NA,NA
"1248","PAL-00742",8914,NA,NA,NA
"1249","PAL-00743",8895,NA,NA,NA
"1250","PAL-00744",8882,NA,NA,NA
"1251","PAL-00745",8811,NA,NA,NA
"1252","PAL-00751",8814,NA,NA,NA
"1253","PAL-00752",8797,NA,NA,NA
